,body_text,label,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_pos
404,"This night rocked 

#sarcasm",NOT_SARCASM,this night rocked,"['this', 'night', 'rocked']","['night', 'rocked']","['night', 'rock']","['night_NN', 'rock_NN']"
405,Back to sleeping in the lorry all week #LifeOfLuxury #Sarcasm,SARCASM,back to sleeping in the lorry all week,"['back', 'to', 'sleeping', 'in', 'the', 'lorry', 'all', 'week']","['back', 'sleeping', 'lorry', 'week']","['back', 'sleep', 'lorri', 'week']","['back_RB', 'sleep_JJ', 'lorri_NN', 'week_NN']"
406,@brookeville_15 where is she? Is she okay? #imissmaggie 🐶💔,NOT_SARCASM,brookeville where is she is she okay,"['brookeville', 'where', 'is', 'she', 'is', 'she', 'okay']","['brookeville', 'okay']","['brookevil', 'okay']","['brookevil_NN', 'okay_NN']"
407,No awkward social interactions to make new friends :P THANK DA  L A W D,NOT_SARCASM,no awkward social interactions to make new friends p thank da l a w d,"['no', 'awkward', 'social', 'interactions', 'to', 'make', 'new', 'friends', 'p', 'thank', 'da', 'l', 'a', 'w', 'd']","['awkward', 'social', 'interactions', 'make', 'new', 'friends', 'p', 'thank', 'da', 'l', 'w']","['awkward', 'social', 'interact', 'make', 'new', 'friend', 'p', 'thank', 'da', 'l', 'w']","['awkward_RB', 'social_JJ', 'interact_NNS', 'make_VBP', 'new_JJ', 'friend_NN', 'p_NN', 'thank_NN', 'da_NN', 'l_NN', 'w_NN']"
408,Don't miss these auction bargains going on right this minute- http://t.co/8GgTsgdh -&gt;RT &amp; Share!,NOT_SARCASM,dont miss these auction bargains going on right this minute gt rt amp share,"['dont', 'miss', 'these', 'auction', 'bargains', 'going', 'on', 'right', 'this', 'minute', 'gt', 'rt', 'amp', 'share']","['dont', 'miss', 'auction', 'bargains', 'going', 'right', 'minute', 'gt', 'rt', 'amp', 'share']","['dont', 'miss', 'auction', 'bargain', 'go', 'right', 'minut', 'gt', 'rt', 'amp', 'share']","['dont_NN', 'miss_JJ', 'auction_NN', 'bargain_NN', 'go_VB', 'right_JJ', 'minut_NN', 'gt_NN', 'rt_NN', 'amp_NN', 'share_NN']"
409,Anambra Governor Said to Secretly Own Shares in N15 billion SABMiller Brewery - http://t.co/kOv4FP4f #Nigeria,NOT_SARCASM,anambra governor said to secretly own shares in n billion sabmiller brewery,"['anambra', 'governor', 'said', 'to', 'secretly', 'own', 'shares', 'in', 'n', 'billion', 'sabmiller', 'brewery']","['anambra', 'governor', 'said', 'secretly', 'shares', 'n', 'billion', 'sabmiller', 'brewery']","['anambra', 'governor', 'said', 'secretli', 'share', 'n', 'billion', 'sabmil', 'breweri']","['anambra_NN', 'governor_NN', 'said_VBD', 'secretli_JJ', 'share_NN', 'n_JJ', 'billion_CD', 'sabmil_NNS', 'breweri_NN']"
410,@brookaliciouss I know I will!!!!! #Sarcasm,NOT_SARCASM,brookaliciouss i know i will,"['brookaliciouss', 'i', 'know', 'i', 'will']","['brookaliciouss', 'know']","['brookaliciouss', 'know']","['brookaliciouss_NN', 'know_VBP']"
411,Temperature's back to normal. This is where the dizziness starts. Feels like I took drugs; my whole world is spinning in slow-mo.,NOT_SARCASM,temperatures back to normal this is where the dizziness starts feels like i took drugs my whole world is spinning in slow mo,"['temperatures', 'back', 'to', 'normal', 'this', 'is', 'where', 'the', 'dizziness', 'starts', 'feels', 'like', 'i', 'took', 'drugs', 'my', 'whole', 'world', 'is', 'spinning', 'in', 'slow', 'mo']","['temperatures', 'back', 'normal', 'dizziness', 'starts', 'feels', 'like', 'took', 'drugs', 'whole', 'world', 'spinning', 'slow', 'mo']","['temperatur', 'back', 'normal', 'dizzi', 'start', 'feel', 'like', 'took', 'drug', 'whole', 'world', 'spin', 'slow', 'mo']","['temperatur_RB', 'back_RB', 'normal_JJ', 'dizzi_JJ', 'start_NN', 'feel_NN', 'like_IN', 'took_VBD', 'drug_NN', 'whole_JJ', 'world_NN', 'spin_NN', 'slow_JJ', 'mo_NN']"
412,"My charger works on my roommates phone, the iPad, and NOT my phone. That makes a lot of sense. #sarcasm #iPhoneprobs",NOT_SARCASM,my charger works on my roommates phone the ipad and not my phone that makes a lot of sense,"['my', 'charger', 'works', 'on', 'my', 'roommates', 'phone', 'the', 'ipad', 'and', 'not', 'my', 'phone', 'that', 'makes', 'a', 'lot', 'of', 'sense']","['charger', 'works', 'roommates', 'phone', 'ipad', 'phone', 'makes', 'lot', 'sense']","['charger', 'work', 'roommat', 'phone', 'ipad', 'phone', 'make', 'lot', 'sens']","['charger_NN', 'work_NN', 'roommat_NN', 'phone_NN', 'ipad_NN', 'phone_NN', 'make_VBP', 'lot_NN', 'sens_NNS']"
413,Tea Tonight #Sarcasm http://t.co/7jwHIygS,NOT_SARCASM,tea tonight,"['tea', 'tonight']","['tea', 'tonight']","['tea', 'tonight']","['tea_NN', 'tonight_NN']"
414,I love waking to everyone being rude to me. Today's gonna be fantastic #sarcasm,SARCASM,i love waking to everyone being rude to me todays gonna be fantastic,"['i', 'love', 'waking', 'to', 'everyone', 'being', 'rude', 'to', 'me', 'todays', 'gon', 'na', 'be', 'fantastic']","['love', 'waking', 'everyone', 'rude', 'todays', 'gon', 'na', 'fantastic']","['love', 'wake', 'everyon', 'rude', 'today', 'gon', 'na', 'fantast']","['love_VB', 'wake_NN', 'everyon_JJ', 'rude_NN', 'today_NN', 'gon_VB', 'na_TO', 'fantast_VB']"
415,Oh u can ride ur bike with no hands? Your so impressive #Sarcasm,SARCASM,oh u can ride ur bike with no hands your so impressive,"['oh', 'u', 'can', 'ride', 'ur', 'bike', 'with', 'no', 'hands', 'your', 'so', 'impressive']","['oh', 'u', 'ride', 'ur', 'bike', 'hands', 'impressive']","['oh', 'u', 'ride', 'ur', 'bike', 'hand', 'impress']","['oh_UH', 'u_JJ', 'ride_NN', 'ur_IN', 'bike_NN', 'hand_NN', 'impress_NN']"
416,@EdsonBarbozaJR. Please please tell us your fighting before the year is over???,NOT_SARCASM,edsonbarbozajr please please tell us your fighting before the year is over,"['edsonbarbozajr', 'please', 'please', 'tell', 'us', 'your', 'fighting', 'before', 'the', 'year', 'is', 'over']","['edsonbarbozajr', 'please', 'please', 'tell', 'us', 'fighting', 'year']","['edsonbarbozajr', 'pleas', 'pleas', 'tell', 'us', 'fight', 'year']","['edsonbarbozajr_JJ', 'pleas_NNS', 'pleas_VBP', 'tell_VBP', 'us_PRP', 'fight_JJ', 'year_NN']"
417,Take me shoppin in France and he pay in advance,NOT_SARCASM,take me shoppin in france and he pay in advance,"['take', 'me', 'shoppin', 'in', 'france', 'and', 'he', 'pay', 'in', 'advance']","['take', 'shoppin', 'france', 'pay', 'advance']","['take', 'shoppin', 'franc', 'pay', 'advanc']","['take_VB', 'shoppin_NN', 'franc_NN', 'pay_NN', 'advanc_NN']"
418,"@Second_2_None21 yes, I am. Time to finish what I started.... Btw, you have to meet my lady, she get funnier by the day.",NOT_SARCASM,second none yes i am time to finish what i started btw you have to meet my lady she get funnier by the day,"['second', 'none', 'yes', 'i', 'am', 'time', 'to', 'finish', 'what', 'i', 'started', 'btw', 'you', 'have', 'to', 'meet', 'my', 'lady', 'she', 'get', 'funnier', 'by', 'the', 'day']","['second', 'none', 'yes', 'time', 'finish', 'started', 'btw', 'meet', 'lady', 'get', 'funnier', 'day']","['second', 'none', 'ye', 'time', 'finish', 'start', 'btw', 'meet', 'ladi', 'get', 'funnier', 'day']","['second_JJ', 'none_NN', 'ye_NN', 'time_NN', 'finish_JJ', 'start_NN', 'btw_NN', 'meet_NN', 'ladi_JJ', 'get_VB', 'funnier_JJ', 'day_NN']"
419,"""@AlexFortyNine: Arsenal = Selling Club. We officially cant hide from that."" Rt the reason to remain positive. #sarcasm",NOT_SARCASM,alexfortynine arsenal selling club we officially cant hide from that rt the reason to remain positive,"['alexfortynine', 'arsenal', 'selling', 'club', 'we', 'officially', 'cant', 'hide', 'from', 'that', 'rt', 'the', 'reason', 'to', 'remain', 'positive']","['alexfortynine', 'arsenal', 'selling', 'club', 'officially', 'cant', 'hide', 'rt', 'reason', 'remain', 'positive']","['alexfortynin', 'arsen', 'sell', 'club', 'offici', 'cant', 'hide', 'rt', 'reason', 'remain', 'posit']","['alexfortynin_NN', 'arsen_NN', 'sell_NN', 'club_NN', 'offici_NN', 'cant_JJ', 'hide_NN', 'rt_NN', 'reason_NN', 'remain_VBP', 'posit_NN']"
420,Out of work at 5! Yesssss!!!!!!,NOT_SARCASM,out of work at yesssss,"['out', 'of', 'work', 'at', 'yesssss']","['work', 'yesssss']","['work', 'yesssss']","['work_NN', 'yesssss_NN']"
421,Nw: Thirteen Ghosts,NOT_SARCASM,nw thirteen ghosts,"['nw', 'thirteen', 'ghosts']","['nw', 'thirteen', 'ghosts']","['nw', 'thirteen', 'ghost']","['nw_RB', 'thirteen_JJ', 'ghost_NN']"
422,"#STROMBOLI #STROMBOLI #STROMBOLI 

My fave place to eat in the world, right here in the little town of Starkville. ❤",NOT_SARCASM,my fave place to eat in the world right here in the little town of starkville,"['my', 'fave', 'place', 'to', 'eat', 'in', 'the', 'world', 'right', 'here', 'in', 'the', 'little', 'town', 'of', 'starkville']","['fave', 'place', 'eat', 'world', 'right', 'little', 'town', 'starkville']","['fave', 'place', 'eat', 'world', 'right', 'littl', 'town', 'starkvil']","['fave_JJ', 'place_NN', 'eat_NN', 'world_NN', 'right_NN', 'littl_NN', 'town_NN', 'starkvil_NN']"
423,#AustriaHungarySloveniaWant1D #voteonedirection Már 2.:D,NOT_SARCASM,m r d,"['m', 'r', 'd']",['r'],['r'],['r_NN']
424,@Outlaw_Country I take it that you're a pretty active twitterer there Mr. Perkins? #sarcasm,NOT_SARCASM,outlaw country i take it that youre a pretty active twitterer there mr perkins,"['outlaw', 'country', 'i', 'take', 'it', 'that', 'youre', 'a', 'pretty', 'active', 'twitterer', 'there', 'mr', 'perkins']","['outlaw', 'country', 'take', 'youre', 'pretty', 'active', 'twitterer', 'mr', 'perkins']","['outlaw', 'countri', 'take', 'your', 'pretti', 'activ', 'twitter', 'mr', 'perkin']","['outlaw_NN', 'countri_NNS', 'take_VB', 'your_PRP$', 'pretti_NNS', 'activ_VBP', 'twitter_NN', 'mr_NN', 'perkin_NN']"
425,@PocketSmith by far the best financial tool I have ever used.  Please please come out with an app that is more like your regular program,NOT_SARCASM,pocketsmith by far the best financial tool i have ever used please please come out with an app that is more like your regular program,"['pocketsmith', 'by', 'far', 'the', 'best', 'financial', 'tool', 'i', 'have', 'ever', 'used', 'please', 'please', 'come', 'out', 'with', 'an', 'app', 'that', 'is', 'more', 'like', 'your', 'regular', 'program']","['pocketsmith', 'far', 'best', 'financial', 'tool', 'ever', 'used', 'please', 'please', 'come', 'app', 'like', 'regular', 'program']","['pocketsmith', 'far', 'best', 'financi', 'tool', 'ever', 'use', 'pleas', 'pleas', 'come', 'app', 'like', 'regular', 'program']","['pocketsmith_NN', 'far_RB', 'best_JJS', 'financi_JJ', 'tool_NN', 'ever_RB', 'use_VBP', 'pleas_JJ', 'pleas_NNS', 'come_VBP', 'app_IN', 'like_IN', 'regular_JJ', 'program_NN']"
426,"!!! ""@ginaamarieeee: Practice being cancelled would be a gift from god""",NOT_SARCASM,ginaamarieeee practice being cancelled would be a gift from god,"['ginaamarieeee', 'practice', 'being', 'cancelled', 'would', 'be', 'a', 'gift', 'from', 'god']","['ginaamarieeee', 'practice', 'cancelled', 'would', 'gift', 'god']","['ginaamarieee', 'practic', 'cancel', 'would', 'gift', 'god']","['ginaamarieee_NN', 'practic_JJ', 'cancel_NN', 'would_MD', 'gift_VB', 'god_NN']"
427,Geech unlocked his and ain't know @DAPROBLEM6. Was going hack his twitter,NOT_SARCASM,geech unlocked his and aint know daproblem was going hack his twitter,"['geech', 'unlocked', 'his', 'and', 'aint', 'know', 'daproblem', 'was', 'going', 'hack', 'his', 'twitter']","['geech', 'unlocked', 'aint', 'know', 'daproblem', 'going', 'hack', 'twitter']","['geech', 'unlock', 'aint', 'know', 'daproblem', 'go', 'hack', 'twitter']","['geech_NN', 'unlock_JJ', 'aint_NN', 'know_VBP', 'daproblem_NN', 'go_VBP', 'hack_NN', 'twitter_NN']"
428,Wow its feels nice to be appreciated #sarcasm #suckyfriends,SARCASM,wow its feels nice to be appreciated,"['wow', 'its', 'feels', 'nice', 'to', 'be', 'appreciated']","['wow', 'feels', 'nice', 'appreciated']","['wow', 'feel', 'nice', 'appreci']","['wow_NN', 'feel_VB', 'nice_JJ', 'appreci_NN']"
429,Trying to find that one song to fall asleep to on pandora :)  time for bed have to wake up in a few hours for work. Then Toby Keith sunday!!,NOT_SARCASM,trying to find that one song to fall asleep to on pandora time for bed have to wake up in a few hours for work then toby keith sunday,"['trying', 'to', 'find', 'that', 'one', 'song', 'to', 'fall', 'asleep', 'to', 'on', 'pandora', 'time', 'for', 'bed', 'have', 'to', 'wake', 'up', 'in', 'a', 'few', 'hours', 'for', 'work', 'then', 'toby', 'keith', 'sunday']","['trying', 'find', 'one', 'song', 'fall', 'asleep', 'pandora', 'time', 'bed', 'wake', 'hours', 'work', 'toby', 'keith', 'sunday']","['tri', 'find', 'one', 'song', 'fall', 'asleep', 'pandora', 'time', 'bed', 'wake', 'hour', 'work', 'tobi', 'keith', 'sunday']","['tri_NN', 'find_VBP', 'one_CD', 'song_NN', 'fall_NN', 'asleep_NN', 'pandora_NN', 'time_NN', 'bed_VBD', 'wake_VB', 'hour_NN', 'work_NN', 'tobi_NN', 'keith_NN', 'sunday_NN']"
430,"My week on twitter: 1 new listings, 7 new followers, 1 mentions. Via: http://t.co/YB93GWp6",NOT_SARCASM,my week on twitter new listings new followers mentions via,"['my', 'week', 'on', 'twitter', 'new', 'listings', 'new', 'followers', 'mentions', 'via']","['week', 'twitter', 'new', 'listings', 'new', 'followers', 'mentions', 'via']","['week', 'twitter', 'new', 'list', 'new', 'follow', 'mention', 'via']","['week_NN', 'twitter_RB', 'new_JJ', 'list_NN', 'new_JJ', 'follow_JJ', 'mention_NN', 'via_IN']"
431,"It's crazy how few people use Facebook, people used to have hundreds say happy birthday to them now I usually just see 20 at the most..",NOT_SARCASM,its crazy how few people use facebook people used to have hundreds say happy birthday to them now i usually just see at the most,"['its', 'crazy', 'how', 'few', 'people', 'use', 'facebook', 'people', 'used', 'to', 'have', 'hundreds', 'say', 'happy', 'birthday', 'to', 'them', 'now', 'i', 'usually', 'just', 'see', 'at', 'the', 'most']","['crazy', 'people', 'use', 'facebook', 'people', 'used', 'hundreds', 'say', 'happy', 'birthday', 'usually', 'see']","['crazi', 'peopl', 'use', 'facebook', 'peopl', 'use', 'hundr', 'say', 'happi', 'birthday', 'usual', 'see']","['crazi_NN', 'peopl_NN', 'use_NN', 'facebook_NN', 'peopl_NN', 'use_NN', 'hundr_NNS', 'say_VBP', 'happi_JJ', 'birthday_JJ', 'usual_JJ', 'see_NN']"
432,"Yeah, I'm all about to marry someone serving life in prison. Makes perfect sense. #sarcasm",SARCASM,yeah im all about to marry someone serving life in prison makes perfect sense,"['yeah', 'im', 'all', 'about', 'to', 'marry', 'someone', 'serving', 'life', 'in', 'prison', 'makes', 'perfect', 'sense']","['yeah', 'im', 'marry', 'someone', 'serving', 'life', 'prison', 'makes', 'perfect', 'sense']","['yeah', 'im', 'marri', 'someon', 'serv', 'life', 'prison', 'make', 'perfect', 'sens']","['yeah_NN', 'im_NN', 'marri_NN', 'someon_NN', 'serv_JJ', 'life_NN', 'prison_NN', 'make_VBP', 'perfect_NN', 'sens_NNS']"
433,"@GinaBaldassarre Serious, sarcastic, or Bendtner-esque? Which is a combination of seriousness, feeling lucky, and sheer cockyness. #sarcasm",NOT_SARCASM,ginabaldassarre serious sarcastic or bendtner esque which is a combination of seriousness feeling lucky and sheer cockyness,"['ginabaldassarre', 'serious', 'sarcastic', 'or', 'bendtner', 'esque', 'which', 'is', 'a', 'combination', 'of', 'seriousness', 'feeling', 'lucky', 'and', 'sheer', 'cockyness']","['ginabaldassarre', 'serious', 'sarcastic', 'bendtner', 'esque', 'combination', 'seriousness', 'feeling', 'lucky', 'sheer', 'cockyness']","['ginabaldassarr', 'seriou', 'sarcast', 'bendtner', 'esqu', 'combin', 'serious', 'feel', 'lucki', 'sheer', 'cocky']","['ginabaldassarr_NN', 'seriou_NN', 'sarcast_NN', 'bendtner_NN', 'esqu_JJ', 'combin_NN', 'serious_JJ', 'feel_NN', 'lucki_NNS', 'sheer_VBP', 'cocky_NN']"
434,I am fortunate to be able to speak the people's language. We help bring an understanding to things they already know.,NOT_SARCASM,i am fortunate to be able to speak the peoples language we help bring an understanding to things they already know,"['i', 'am', 'fortunate', 'to', 'be', 'able', 'to', 'speak', 'the', 'peoples', 'language', 'we', 'help', 'bring', 'an', 'understanding', 'to', 'things', 'they', 'already', 'know']","['fortunate', 'able', 'speak', 'peoples', 'language', 'help', 'bring', 'understanding', 'things', 'already', 'know']","['fortun', 'abl', 'speak', 'peopl', 'languag', 'help', 'bring', 'understand', 'thing', 'alreadi', 'know']","['fortun_NN', 'abl_NN', 'speak_NN', 'peopl_NN', 'languag_NN', 'help_NN', 'bring_VB', 'understand_JJ', 'thing_NN', 'alreadi_NN', 'know_VBP']"
435,Going to sleep... Byebye sweeties!!!! &lt;3,NOT_SARCASM,going to sleep byebye sweeties lt,"['going', 'to', 'sleep', 'byebye', 'sweeties', 'lt']","['going', 'sleep', 'byebye', 'sweeties', 'lt']","['go', 'sleep', 'byeby', 'sweeti', 'lt']","['go_VB', 'sleep_JJ', 'byeby_NN', 'sweeti_NN', 'lt_NN']"
436,"Man, the #SEC must be crazy deep if Vandy is playing South Carolina this close. #sarcasm #eyeroll",NOT_SARCASM,man the must be crazy deep if vandy is playing south carolina this close,"['man', 'the', 'must', 'be', 'crazy', 'deep', 'if', 'vandy', 'is', 'playing', 'south', 'carolina', 'this', 'close']","['man', 'must', 'crazy', 'deep', 'vandy', 'playing', 'south', 'carolina', 'close']","['man', 'must', 'crazi', 'deep', 'vandi', 'play', 'south', 'carolina', 'close']","['man_NN', 'must_MD', 'crazi_VB', 'deep_JJ', 'vandi_NN', 'play_NN', 'south_RB', 'carolina_VBD', 'close_JJ']"
437,"Photo of the day - cool, creamy mango sorbet from @Wahaca http://t.co/ZLJ39zJe",NOT_SARCASM,photo of the day cool creamy mango sorbet from wahaca,"['photo', 'of', 'the', 'day', 'cool', 'creamy', 'mango', 'sorbet', 'from', 'wahaca']","['photo', 'day', 'cool', 'creamy', 'mango', 'sorbet', 'wahaca']","['photo', 'day', 'cool', 'creami', 'mango', 'sorbet', 'wahaca']","['photo_NN', 'day_NN', 'cool_VBP', 'creami_NN', 'mango_NN', 'sorbet_NN', 'wahaca_NN']"
438,Props to the gamecocks for beating the big dominating team Vanderbilt by a whole 4 points! #Sarcasm.,NOT_SARCASM,props to the gamecocks for beating the big dominating team vanderbilt by a whole points,"['props', 'to', 'the', 'gamecocks', 'for', 'beating', 'the', 'big', 'dominating', 'team', 'vanderbilt', 'by', 'a', 'whole', 'points']","['props', 'gamecocks', 'beating', 'big', 'dominating', 'team', 'vanderbilt', 'whole', 'points']","['prop', 'gamecock', 'beat', 'big', 'domin', 'team', 'vanderbilt', 'whole', 'point']","['prop_NN', 'gamecock_NN', 'beat_VBD', 'big_JJ', 'domin_NN', 'team_NN', 'vanderbilt_VBD', 'whole_JJ', 'point_NN']"
439,this is going to be a fun semester... #sarcasm,NOT_SARCASM,this is going to be a fun semester,"['this', 'is', 'going', 'to', 'be', 'a', 'fun', 'semester']","['going', 'fun', 'semester']","['go', 'fun', 'semest']","['go_VB', 'fun_NN', 'semest_NN']"
440,Bromance is the key #deepthought #sarcasm,NOT_SARCASM,bromance is the key,"['bromance', 'is', 'the', 'key']","['bromance', 'key']","['bromanc', 'key']","['bromanc_NN', 'key_NN']"
441,"""I am careful not to confuse excellence with perfection. Excellence, I can reach for; perfection is God's business."" - Michael J. Fox",NOT_SARCASM,i am careful not to confuse excellence with perfection excellence i can reach for perfection is gods business michael j fox,"['i', 'am', 'careful', 'not', 'to', 'confuse', 'excellence', 'with', 'perfection', 'excellence', 'i', 'can', 'reach', 'for', 'perfection', 'is', 'gods', 'business', 'michael', 'j', 'fox']","['careful', 'confuse', 'excellence', 'perfection', 'excellence', 'reach', 'perfection', 'gods', 'business', 'michael', 'j', 'fox']","['care', 'confus', 'excel', 'perfect', 'excel', 'reach', 'perfect', 'god', 'busi', 'michael', 'j', 'fox']","['care_NN', 'confus_NN', 'excel_NN', 'perfect_JJ', 'excel_JJ', 'reach_NN', 'perfect_JJ', 'god_NN', 'busi_NN', 'michael_FW', 'j_NN', 'fox_NN']"
442,Physical therapy again. Woohoo #sarcasm,SARCASM,physical therapy again woohoo,"['physical', 'therapy', 'again', 'woohoo']","['physical', 'therapy', 'woohoo']","['physic', 'therapi', 'woohoo']","['physic_JJ', 'therapi_NN', 'woohoo_NN']"
443,"@MSMasoet hahahahahaha yes Sa'eed, cos you're the only person I ever think about #sarcasm #youfunny",SARCASM,msmasoet hahahahahaha yes saeed cos youre the only person i ever think about,"['msmasoet', 'hahahahahaha', 'yes', 'saeed', 'cos', 'youre', 'the', 'only', 'person', 'i', 'ever', 'think', 'about']","['msmasoet', 'hahahahahaha', 'yes', 'saeed', 'cos', 'youre', 'person', 'ever', 'think']","['msmasoet', 'hahahahahaha', 'ye', 'saeed', 'co', 'your', 'person', 'ever', 'think']","['msmasoet_NN', 'hahahahahaha_NN', 'ye_NNP', 'saeed_VBD', 'co_VB', 'your_PRP$', 'person_NN', 'ever_RB', 'think_VBP']"
444,@IAm_MilesLong they don't listen...seriously,NOT_SARCASM,iam mileslong they dont listen seriously,"['iam', 'mileslong', 'they', 'dont', 'listen', 'seriously']","['iam', 'mileslong', 'dont', 'listen', 'seriously']","['iam', 'mileslong', 'dont', 'listen', 'serious']","['iam_NN', 'mileslong_JJ', 'dont_NN', 'listen_VBP', 'serious_JJ']"
445,Lol . That's attractive #sarcasm  http://t.co/9nsIL3pd,NOT_SARCASM,lol thats attractive,"['lol', 'thats', 'attractive']","['lol', 'thats', 'attractive']","['lol', 'that', 'attract']","['lol_NN', 'that_WDT', 'attract_NN']"
446,Siick! I got paid $80.69 so far by doing surveys! Can't wait for more! LOOK &gt; http://t.co/9cMyNcMN,NOT_SARCASM,siick i got paid so far by doing surveys cant wait for more look gt,"['siick', 'i', 'got', 'paid', 'so', 'far', 'by', 'doing', 'surveys', 'cant', 'wait', 'for', 'more', 'look', 'gt']","['siick', 'got', 'paid', 'far', 'surveys', 'cant', 'wait', 'look', 'gt']","['siick', 'got', 'paid', 'far', 'survey', 'cant', 'wait', 'look', 'gt']","['siick_NN', 'got_VBD', 'paid_VBN', 'far_RB', 'survey_NN', 'cant_JJ', 'wait_NN', 'look_NN', 'gt_NN']"
447,Love waking up super early #sarcasm,SARCASM,love waking up super early,"['love', 'waking', 'up', 'super', 'early']","['love', 'waking', 'super', 'early']","['love', 'wake', 'super', 'earli']","['love_VB', 'wake_NN', 'super_NN', 'earli_NN']"
448,I love when nobody answers me. #OHYES #sarcasm,SARCASM,i love when nobody answers me,"['i', 'love', 'when', 'nobody', 'answers', 'me']","['love', 'nobody', 'answers']","['love', 'nobodi', 'answer']","['love_VB', 'nobodi_NN', 'answer_NN']"
449,"@ErinEmpire woow pwrfect then you need wait at home ready , waiting their call, very funny #sarcasm",SARCASM,erinempire woow pwrfect then you need wait at home ready waiting their call very funny,"['erinempire', 'woow', 'pwrfect', 'then', 'you', 'need', 'wait', 'at', 'home', 'ready', 'waiting', 'their', 'call', 'very', 'funny']","['erinempire', 'woow', 'pwrfect', 'need', 'wait', 'home', 'ready', 'waiting', 'call', 'funny']","['erinempir', 'woow', 'pwrfect', 'need', 'wait', 'home', 'readi', 'wait', 'call', 'funni']","['erinempir_NN', 'woow_NN', 'pwrfect_VBP', 'need_VBP', 'wait_VBP', 'home_NN', 'readi_NN', 'wait_VBP', 'call_NN', 'funni_NN']"
450,How will I ever remember the codeword? It is so difficult... #sarcasm,NOT_SARCASM,how will i ever remember the codeword it is so difficult,"['how', 'will', 'i', 'ever', 'remember', 'the', 'codeword', 'it', 'is', 'so', 'difficult']","['ever', 'remember', 'codeword', 'difficult']","['ever', 'rememb', 'codeword', 'difficult']","['ever_RB', 'rememb_VBP', 'codeword_NN', 'difficult_JJ']"
451,What a fantastic feeling... #sarcasm,SARCASM,what a fantastic feeling,"['what', 'a', 'fantastic', 'feeling']","['fantastic', 'feeling']","['fantast', 'feel']","['fantast_NN', 'feel_NN']"
452,"@lalafashionista unless its LFC, cos there such a big club #sarcasm",NOT_SARCASM,lalafashionista unless its lfc cos there such a big club,"['lalafashionista', 'unless', 'its', 'lfc', 'cos', 'there', 'such', 'a', 'big', 'club']","['lalafashionista', 'unless', 'lfc', 'cos', 'big', 'club']","['lalafashionista', 'unless', 'lfc', 'co', 'big', 'club']","['lalafashionista_NN', 'unless_IN', 'lfc_JJ', 'co_NN', 'big_JJ', 'club_NN']"
453,Because I'm that dumb I don't know your tweets are about me #Sarcasm,SARCASM,because im that dumb i dont know your tweets are about me,"['because', 'im', 'that', 'dumb', 'i', 'dont', 'know', 'your', 'tweets', 'are', 'about', 'me']","['im', 'dumb', 'dont', 'know', 'tweets']","['im', 'dumb', 'dont', 'know', 'tweet']","['im_NN', 'dumb_JJ', 'dont_NN', 'know_VBP', 'tweet_NN']"
454,"Going to bed, hopefully when I wake up, juju will be ahead of those faggots and the voting will stop being messed with. :) nightttt.",NOT_SARCASM,going to bed hopefully when i wake up juju will be ahead of those faggots and the voting will stop being messed with nightttt,"['going', 'to', 'bed', 'hopefully', 'when', 'i', 'wake', 'up', 'juju', 'will', 'be', 'ahead', 'of', 'those', 'faggots', 'and', 'the', 'voting', 'will', 'stop', 'being', 'messed', 'with', 'nightttt']","['going', 'bed', 'hopefully', 'wake', 'juju', 'ahead', 'faggots', 'voting', 'stop', 'messed', 'nightttt']","['go', 'bed', 'hope', 'wake', 'juju', 'ahead', 'faggot', 'vote', 'stop', 'mess', 'nightttt']","['go_VB', 'bed_JJ', 'hope_NN', 'wake_NN', 'juju_NN', 'ahead_RB', 'faggot_VBD', 'vote_JJ', 'stop_JJ', 'mess_NN', 'nightttt_NN']"
455,"@TheBlondeRaven Oh yes, I live for them, seriously! It's so nice when you get called fat on a daily basis, isn't it? #sarcasm",SARCASM,theblonderaven oh yes i live for them seriously its so nice when you get called fat on a daily basis isnt it,"['theblonderaven', 'oh', 'yes', 'i', 'live', 'for', 'them', 'seriously', 'its', 'so', 'nice', 'when', 'you', 'get', 'called', 'fat', 'on', 'a', 'daily', 'basis', 'isnt', 'it']","['theblonderaven', 'oh', 'yes', 'live', 'seriously', 'nice', 'get', 'called', 'fat', 'daily', 'basis', 'isnt']","['theblonderaven', 'oh', 'ye', 'live', 'serious', 'nice', 'get', 'call', 'fat', 'daili', 'basi', 'isnt']","['theblonderaven_RB', 'oh_JJ', 'ye_NNS', 'live_VBP', 'serious_JJ', 'nice_JJ', 'get_NN', 'call_NN', 'fat_JJ', 'daili_NN', 'basi_NN', 'isnt_NN']"
